id,name,lastname,gender,nationality
10884,"LEFEBVRE, H.",M,FRA
10885,"LEFEBVRE, Hubert",M,FRA
10886,"LEFEVRE, Fabien",M,FRA
10887,"LEFEVRE, Jacques",M,FRA
10888,"LEFEVRE, Janou",F,FRA
10889,"LEFEVRE, Marius Ludvig",M,DEN
10890,"LEFOULON, Patrick",M,FRA
10891,"LEFRANT, Guy Robert Marie",M,FRA
10892,"LEGANGER, Cecilie",F,NOR
10893,"LEGIEN, Waldemar",M,POL
10894,"LEGRAND, Lise",F,FRA
10895,"LEGREVES, Rene",M,FRA
10896,"LEHLE, Carl",M,GER
10897,LEHMAN,M,USA
10898,"LEHMANN, Heike",F,GDR
10899,"LEHMANN, Helma",F,GDR
10900,"LEHMANN, Jens",M,GER
10901,"LEHMANN, Karl-Heinz",M,GDR
10902,"LEHMANN, Sonja",F,GER
10903,"LEHMANN, Ulrich",M,SUI
10904,"LEHMANN, Walter",M,SUI
10905,"LEHMUSTO, Heikki",M,FIN
10906,"LEHN, Unni",F,NOR
10907,"LEHNERT, JÃ¼rgen",M,GDR
10908,"LEHNERTZ, Klaus",M,EUA
10909,"LEHTELÃ„, Veli Veikko",M,FIN
10910,"LEHTINEN, Lauri Aleksanteri",M,FIN
10911,"LEHTONEN, Eero Reino",M,FIN
10912,"LEHTONEN, KyÃ¶sti Eemil",M,FIN
10913,"LEI, Li",F,CHN
10914,"LEICHUM, Wilhelm",M,GER
10915,"LEIEHART NETO, Joao",M,BRA
10916,"LEIGHTON, Arthur Francis",M,GBR
10917,"LEIMUVIRTA, Olavi Erkki",M,FIN
10918,"LEINO, Eino Aukusti",M,FIN
10919,"LEIPHEIMER, Levi",M,USA
10920,"LEISCHING, Leonard John",M,RSA
10921,"LEISER, Walter",M,SUI
10922,"LEISTER, Karl",M,GER
10923,"LEISTRA, Frank",M,NED
10924,"LEITAO, Antonio",M,POR
10925,"LEJDSTROM, Thomas",M,SWE
10926,"LEJEUNE VAN DER BEN, Helena Johanna",F,NED
10927,"LEJEUNE, Elisabeth Anne Marie",F,NED
10928,"LELAS, Zana",F,YUG
10929,"LELKES, Rozalia",F,HUN
10930,"LELONG, Charles Louis",M,FRA
10931,"LEM, Hans Schumann",M,NOR
10932,"LEMAIRE, Paulin Alexandre",M,FRA
10933,"LEMAN, Richard Alexander",M,GBR
10934,"LEMBERG, Justin",M,AUS
10935,"LEMECHEW, Viacheslav",M,URS
10936,"LEMHENYI, DezsÃƒÂ¶",M,HUN
10937,"LEMMING, Eric",M,SWE
10938,"LEMOINE, RenÃ©",M,FRA
10939,"LEMOULT, Jean-Claude",M,FRA
10940,"LEMPEREUR, Ingrid",F,BEL
10941,"LEMPINEN, Kaino Johannes",M,FIN
10942,"LEMUS GARCIA, Juan Carlos",M,CUB
10943,"LENGLEN, Suzanne",F,FRA
10944,"LENGLET, Olivier",M,FRA
10945,"LENGYEL, Arpad",M,HUN
10946,"LENHART, Julius",M,USA
10947,"LENK, Hans",M,EUA
10948,"LENZI, Mark Edward",M,USA
10949,"LEON ALARCON, Yankiel",M,CUB
10950,"LEON GOZALO, Angel",M,ESP
10951,"LEON, Fernando",M,ESP
10952,"LEONARD SARRIA, Silvio",M,CUB
10953,"LEONARD, Charles Fredrick",M,USA
10954,"LEONARD, Edgar Welch",M,USA
10955,"LEONARD, Ray Charles",M,USA
10956,"LEONARDO, Raffaello",M,ITA
10957,"LEONCHUK, Georgii",M,UKR
10958,"LEONE, Giuseppina",F,ITA
10959,"LEONE, Peter",M,USA
10960,"LEONHARDT, Carolin",F,GER
10961,"LEONIDIS, Valerios",M,GRE
10962,"LEONKIN, Dmitri",M,URS
10963,"LEONOV, Vladimir",M,URS
10964,"LEONOVA, Aleksandra",F,URS
10965,"LEONTYEV, Viktor",M,URS
10966,"LEONTYEVA, Galina",F,URS
10967,"LEPADATU, Victoria",F,ROU
10968,"LEPAGE, Henri",M,FRA
10969,"LEPATEY, L.",M,FRA
10970,"LEPENNEC, Emilie",F,FRA
10971,"LEPIKOV, Dmitri",M,EUN
10972,"LEPSOÃ‹, Kristoffer",M,NOR
10973,"LEQUIO DI ASSABA, Tommaso",M,ITA
10974,"LERCZAK-JANISZEWSKA, Barbara",F,POL
10975,"LERDON, Siegfried",M,GER
10976,LERICHE,M,FRA
10977,"LERMUSIAUX, Albin",M,FRA
10978,"LEROUX, Robert",M,FRA
10979,"LEROY, Paul",M,FRA
10980,"LEROY, Robert",M,USA
10981,"LERTORA, Mario",M,ITA
10982,"LERWILL, Sheila",F,GBR
10983,"LESAGE, Xavier FranÃ§ois",M,FRA
10984,"LESLIE, Lisa",F,USA
10985,"LESNIEWSKI, Marek",M,POL
10986,"LESOV, Petr",M,BUL
10987,"LESOVAIA, Tatiana",F,URS
10988,"LESPINASSE, Ernest",M,FRA
10989,"LESSIMORE, Edward John",M,GBR
10990,"LESTER, Jocelyn",F,AUS
10991,"LESTER, Richard C.",M,GBR
10992,"LESUEUR, Emily",F,USA
10993,"LETCHEVA, Vessela Nikolaeva",F,BUL
10994,"LETCHFORD, Maurice E.",M,CAN
10995,"LETOURNEAU, Fanny",F,CAN
10996,"LETTMANN, Jochen",M,GER
10997,"LEUCHT, K.",M,GER
10998,"LEUE, Eckhard",M,GDR
10999,"LEUILLIEUX, Jean",M,FRA
11000,"LEUSHNER, William F.",M,USA
11001,"LEUSTEANU-POPESCU-TEODORESCU, Elena",F,ROU
11002,"LEVAI, Istvan",M,HUN
11003,"LEVASSEUR, Robert",M,FRA
11004,"LEVATI, Ambrogio",M,ITA
11005,"LEVAVASSEUR, Jean",M,FRA
11006,"LEVEAUX, Amaury",M,FRA
11007,"LEVICZKY, KÃ¡roly",M,HUN
11008,"LEVINA, Yulia",F,RUS
11009,"LEVIS, Joseph L.",M,USA
11010,"LEVRATTO, Virgilio Felice",M,ITA
11011,"LEVY, Maximilian",M,GER
11012,"LEWDEN, Pierre",M,FRA
11013,"LEWE, Detlef",M,FRG
11014,"LEWENHAUPT, Carl Gustaf",M,SWE
11015,"LEWENHAUPT, G. W.",M,SWE
11016,"LEWIN, Jeannette",F,NED
11017,"LEWIS-FRANCIS, Mark",M,GBR
11018,"LEWIS, Bradley Alan",M,USA
11019,"LEWIS, Brian",M,USA
11020,"LEWIS, Carl",M,USA
11021,"LEWIS, Charlotte",F,USA
11022,"LEWIS, Craig",M,AUS
11023,"LEWIS, Denise",F,GBR
11024,"LEWIS, Douglas",M,CAN
11025,"LEWIS, Eldice",F,BAH
11026,"LEWIS, Frank Wyatt",M,USA
11027,"LEWIS, Hayley Jane",F,AUS
11028,"LEWIS, Lennox",M,CAN
11029,"LEWIS, Mike",M,CAN
11030,"LEWIS, Paul Snowden",M,AUS
11031,"LEWIS, Randall Scott",M,USA
11032,"LEWIS, Raymond Gray",M,CAN
11033,"LEWIS, Rudolph",M,RSA
11034,"LEWIS, Sandy",F,AUS
11035,"LEWIS, Steve",M,USA
11036,"LEWIS, Walter Aiken",M,CAN
11037,"LEYMAN, Ann-Britt",F,SWE
11038,"LEZAK, Jason",M,USA
11039,"LEZIN, Alexei",M,RUS
11040,"LHOTELLIER, Patrice",M,FRA
11041,"LI, Bun Hui",F,PRK
11042,"LI, Byong Uk",M,PRK
11043,"LI, Ching",M,HKG
11044,"LI, Chunxiu",F,CHN
11045,"LI, Chunyang",M,CHN
11046,"LI, Dashuang",M,CHN
11047,"LI, De-Liang",M,CHN
11048,"LI, Donghua",M,SUI
11049,"LI, Dongmei",F,CHN
11050,"LI, Duihong",F,CHN
11051,"LI, Feng-Ying",F,TPE
11052,"LI, Ge",M,CHN
11053,"LI, Guo-Jun",F,CHN
11054,"LI, Gwang Sik",M,PRK
11055,"LI, Hak-Son",M,PRK
11056,"LI, Ho Pyong",M,PRK
11057,"LI, Ho-Jun",M,PRK
11058,"LI, Hongli",M,CHN
11059,"LI, Hongxia",F,CHN
11060,"LI, Hui-Fen",F,CHN
11061,"LI, Ji",F,CHN
11062,"LI, Jiawei",F,SIN
11063,"LI, Jie",M,CHN
11064,"LI, Jin-He",M,CHN
11065,"LI, Jing",M,CHN
11066,"LI, Ju",F,CHN
11067,"LI, Juan",F,CHN
11068,"LI, Kong-Zheng",M,CHN
11069,"LI, Lan",F,CHN
11070,"LI, Ling-Juan",F,CHN
11071,"LI, Mei-Su",F,CHN
11072,"LI, Na",F,CHN
11073,"LI, Ning",M,CHN
11074,"LI, Qing",F,CHN
11075,"LI, Rong-Hua",F,CHN
11076,"LI, Shan",F,CHN
11077,"LI, Shanshan",F,CHN
11078,"LI, Shuang",F,CHN
11079,"LI, Shufang",F,CHN
11080,"LI, Ting",F,CHN
11081,"LI, Wenquan",M,CHN
11082,"LI, Xiao-Ping",M,CHN
11083,"LI, Xiao-Qin",F,CHN
11084,"LI, Xiaopeng",M,CHN
11085,"LI, Xiaosahuang",M,CHN
11086,"LI, Xin",F,CHN
11087,"LI, Yan",F,CHN
11088,"LI, Yan-Jun",F,CHN
11089,"LI, Yongbo",M,CHN
11090,"LI, Yu-Wei",M,CHN
11091,"LI, Yue-Jiu",M,CHN
11092,"LI, Yue-Ming",F,CHN
11093,"LI, Zhongyun",F,CHN
11094,"LI, Zhuo",F,CHN
11095,"LIANG, Qin",F,CHN
11096,"LIANG, Yan",F,CHN
11097,"LIAO, Hui",M,CHN
11098,"LIAO, Ming-Hsiung",M,TPE
11099,"LIAPINA, Oksana",F,RUS
11100,"LIBANO, Andrew J. Jr.",M,USA
11101,"LIBBEY, William",M,USA
11102,"LIBEER, Rene",M,FRA
11103,"LIBERG, Einar",M,NOR
11104,"LIBOR, Ullrich",M,FRG
11105,"LICHA, Otto",M,AUT
11106,"LICHIARDOPOL, Gheorghe",M,ROU
11107,"LICHTENECKERT, Istvan",M,HUN
11108,"LICHTNEGL, Karel",M,TCH
11109,"LICKA, Werner",M,TCH
11110,"LICU, Ghita",M,ROU
11111,"LICZNERSKI, Zenon",M,POL
11112,"LIDDELL, Cedric Haswell",M,CAN
11113,"LIDDELL, Eric Henry",M,GBR
11114,"LIDDIE, Edward J.",M,USA
11115,"LIE, Alf",M,NOR
11116,"LIE, Rolf",M,NOR
11117,"LIE, Sigve",M,NOR
11118,"LIEB, Thomas John",M,USA
11119,"LIEBERMAN, Nancy Lizabeth",F,USA
11120,"LIEBERS, Matthias",M,GDR
11121,"LIEBHART, Gertrude",F,AUT
11122,"LIEBHERR, Christina",F,SUI
11123,"LIEBING, Otto",M,GER
11124,"LIEDHOLM, Nils",M,SWE
11125,"LIENHARD, Walter",M,SUI
11126,"LIENHARD, William Barner",M,USA
11127,"LIESCHE, Hans",M,GER
11128,"LIEWENDHAL, Frej",M,FIN
11129,"LIGGES, Fritz",M,EUA
11130,"LIGGES, Fritz",M,FRG
11131,"LIGHT, Kevin",M,CAN
11132,"LIGHTBODY, James",M,USA
11133,"LIGHTBODY, James",M,ZZX
11134,"LIGNOT, Myriam",F,FRA
11135,"LIIMATAINEN, Heikki",M,FIN
11136,"LIJANDIER, Paul",M,FRA
11137,"LIKHACHEV, Valery",M,URS
11138,"LILEY, Tammy",F,USA
11139,LILIYANA,F,INA
11140,"LILJEDAHL, Hans",M,SWE
11141,"LILJEDAHL, Magnus",M,USA
11142,"LILJESTRAND, Patrik",M,SWE
11143,"LILLAK, Kristiina",F,FIN
11144,"LILLHAGE, Josefin",F,SWE
11145,"LILLIEHOOK, Gosta",M,SWE
11146,"LILLOE-OLSEN, Ole Andreas",M,NOR
11147,"LILLY, Kristine",F,USA
11148,"LIM, Chang-Yong",M,KOR
11149,"LIM, Jeong-Sook",F,KOR
11150,"LIM, Jin-Suk",M,KOR
11151,"LIM, Jong-Chun",M,KOR
11152,"LIM, Jung-Woo",M,KOR
11153,"LIM, Kye-Sook",F,KOR
11154,"LIM, Mi-Kyung",F,KOR
11155,"LIM, O Kyeong",F,KOR
11156,"LIM, Sujeong",F,KOR
11157,"LIM, Sun-Dong",M,KOR
11158,"LIMA, Mauricio",M,BRA
11159,"LIMA, Ricarda",F,BRA
11160,"LIMBAU, Mariana",F,ROU
11161,"LIMMONEN, Jorma Johannes",M,FIN
11162,"LIMPELE, Flandy",M,INA
11163,"LIMPERT, Marianne Luise",F,CAN
11164,"LIN, Chao-Huang",M,TPE
11165,"LIN, Dan",M,CHN
11166,"LIN, Kun-Han",M,TPE
11167,"LIN, Li",F,CHN
11168,"LIN, Qisheng",M,CHN
11169,"LIN, Sang",F,CHN
11170,"LIN, Weining",F,CHN
11171,"LIN, Yanfen",F,CHN
11172,"LIN, Yue",M,CHN
11173,"LINARES, Omar",M,CUB
11174,"LINCA, Nicolae",M,ROU
11175,"LINCK, S.",M,DEN
11176,"LINCKE, F.",M,GER
11177,"LINCOLN, Craig Howard",M,USA
11178,"LIND, Carl Johan",M,SWE
11179,"LIND, Caroline",F,USA
11180,"LIND, Joan Louise",F,USA
11181,"LIND, Ulrich",M,FRG
11182,"LINDAHL, Karl F.",M,SWE
11183,"LINDBERG, Edward F.",M,USA
11184,"LINDBERG, Karin",F,SWE
11185,"LINDBERG, Knut",M,SWE
11186,"LINDBERG, Sigfrid",M,SWE
11187,"LINDBERG, Torsten",M,SWE
11188,"LINDBERG, V.",M,SWE
11189,"LINDBLOM, Gustav",M,SWE
11190,"LINDBLOM, Karl",M,RU1
11191,"LINDEN, Arvid",M,FIN
11192,"LINDEN, Erik",M,SWE
11193,"LINDFORS, Adolf Valentin",M,FIN
11194,"LINDFORS, Arthur",M,FIN
11195,"LINDFORS, Berndt TorbjÃ¶rn",M,FIN
11196,"LINDGREEN, August Ludwig",M,DEN
11197,"LINDGREN, Harold Blaine",M,USA
11198,"LINDGREN, Jouko",M,FIN
11199,"LINDGREN, Ola",M,SWE
11200,"LINDH, Emil",M,FIN
11201,"LINDH, Erik",M,FIN
11202,"LINDH, Erik",M,SWE
11203,"LINDH, GÃ¶sta Lennart",M,SWE
11204,"LINDLAND, Matt James",M,USA
11205,"LINDLEY, Allen",M,USA
11206,"LINDMAN, Bo S. G.",M,SWE
11207,"LINDMAN, Bo Sigfrid Gabriel",M,SWE
11208,"LINDMARK, Edmund",M,SWE
11209,"LINDNER, Dieter",M,EUA
11210,"LINDNER, Doerte",F,GER
11211,"LINDNER, Helga",F,GDR
11212,"LINDQVIST, Erik",M,SWE
11213,"LINDQVIST, Sven",M,SWE
11214,"LINDQVIST, Thorsten",M,SWE
11215,"LINDROTH, Eric Emil",M,USA
11216,"LINDROTH, Johan",M,FIN
11217,"LINDSAY, Andrew",M,GBR
11218,"LINDSAY, Frederick Robin",M,GBR
11219,"LINDSAY, Gillian Anne",F,GBR
11220,"LINDSAY, Robert Alexander",M,GBR
11221,"LINDSAY, William L.C.",M,GBR
11222,"LINDSTRÃ–M, Carl Herbert",M,SWE
11223,"LINDSTRÃ–M, Gunnar",M,SWE
11224,"LING, Jie",F,CHN
11225,"LINGE, Mikhail",M,URS
11226,"LINGNAU, Corinna",F,FRG
11227,"LINGOR, Renate",F,GER
11228,"LINK, Karl",M,EUA
11229,"LINK, Karl",M,FRG
11230,"LINKENBACH, Hermann",M,GER
11231,"LINKO, YrjÃ¶",M,FIN
11232,"LINN, Jeremy",M,USA
11233,"LINNA, Edvard",M,FIN
11234,"LINNOSVUO, Pentti Tapio Akseli",M,FIN
11235,"LINSE, Cornelia",F,GDR
11236,"LINSENHOFF, Ann-Kathrin",F,FRG
11237,"LINSENHOFF, Liselott",F,EUA
11238,"LINSENHOFF, Liselott",F,FRG
11239,"LINSSEN-VAESSEN, Marie-Louise Jean",F,NED
11240,"LINTON, Ernest",M,CAN
11241,"LINTS, Oswald G. H.",M,BEL
11242,"LIOSI, Kyriaki",F,GRE
11243,"LIOTTEL, Lionel",M,FRA
11244,"LIOUKINE, Valeri",M,URS
11245,"LIPA, Elisabeta",F,ROU
11246,"LIPARTELIANI, Soso",M,GEO
11247,"LIPEEV, Evgeni",M,URS
11248,"LIPIEN, Josef",M,POL
11249,"LIPIEN, Kazimierz",M,POL
11250,"LIPOSINOVIC, Luka",M,YUG
11251,"LIPPERT, Rudolf",M,GER
11252,"LIPPINCOTT, Donald",M,USA
11253,"LIPPITS, Dirk",M,NED
11254,"LIPPMANN, Alexandre",M,FRA
11255,"LIPPOLDT, Werner",M,GDR
11256,"LIPPONEN, Jari",M,FIN
11257,"LIPSO, Yaak",M,URS
11258,"LIS, Andrzej",M,POL
11259,"LIS, Lucjan",M,POL
11260,"LISENKO-SHEVTSOVA, Lyudmila",F,URS
11261,"LISEWSKI, Adam",M,POL
11262,"LISHCHYNSKA, Iryna",F,UKR
11263,"LISHTVAN, Sergey",M,BLR
11264,"LISIEWICZ, Klaus",M,EUA
11265,"LISINA, Ekaterina",F,RUS
11266,"LISITSKY, Viktor",M,URS
11267,"LISJAK, Vlado",M,YUG
11268,"LISKOVA, Hana",F,TCH
11269,"LISMONT, Karel",M,BEL
11270,"LISOVSKAYA, Natalya",F,URS
11271,"LISTER, Sandie",F,GBR
11272,"LISTER, William",M,GBR
11273,"LITOSHCHENKO, Mariya",F,URS
11274,"LITTLE, Harold",M,CAN
11275,"LITTLEDALE, Thomas A.R.",M,GBR
11276,"LITTLEJOHN, Charles William Berry",M,GBR
11277,"LITTLEWORT, Henry Charles",M,GBR
11278,"LITUEV, Yuri",M,URS
11279,"LITVINCHUK, Artur",M,BLR
11280,"LITVINENKO, Leonid",M,URS
11281,"LITVINOV, Sergei",M,URS
11282,"LITVINOVA, Liudmila",F,RUS
11283,"LITZ, JÃ¼rgen",M,EUA
11284,"LIU, Ailing",F,CHN
11285,"LIU, Chunhong",F,CHN
11286,"LIU, Guoliang",M,CHN
11287,"LIU, Jianjun",M,CHN
11288,"LIU, Jun",F,CHN
11289,"LIU, Li-Ping",F,CHN
11290,"LIU, Limin",F,CHN
11291,"LIU, Ming Huang",M,TPE
11292,"LIU, Ou",F,CHN
11293,"LIU, Qing",F,CHN
11294,"LIU, Shoubin",M,CHN
11295,"LIU, Wei",F,CHN
11296,"LIU, Xia",F,CHN
11297,"LIU, Xiang",M,CHN
11298,"LIU, Xiaoning",F,CHN
11299,"LIU, Xuan",F,CHN
11300,"LIU, Xuqing",F,CHN
11301,"LIU, Yaju",F,CHN
11302,"LIU, Yanan",F,CHN
11303,"LIU, Ying",F,CHN
11304,"LIU, Yu-Mei",F,CHN
11305,"LIU, Yuxiang",F,CHN
11306,"LIU, Zige",F,CHN
11307,"LIUBENOV, Liubomir",M,BUL
11308,"LIUBIMOVA, Nadezhda",F,URS
11309,"LIUKIN, Nastia",F,USA
11310,"LIVBJERG, Signe",F,DEN
11311,"LIVERMORE, Brent",M,AUS
11312,"LIVERSEDGE, Harry",M,USA
11313,"LIVINGSTON, John Cleve",M,USA
11314,"LIVINGSTON, Michael Kent",M,USA
11315,"LJUBEK, Matija",M,YUG
11316,"LJUBICIC, Ivan",M,CRO
11317,"LJUNG, Axel",M,SWE
11318,"LJUNGBECK, Benni",M,SWE
11319,"LJUNGBERG, Mikael",M,SWE
11320,"LJUNGDAHL, Carina",F,SWE
11321,"LJUNGGREN, John Artur",M,SWE
11322,"LJUNGQUIST, Bengt",M,SWE
11323,"LLANERAS, Joan",M,ESP
11324,"LLEWELLYN, Harry Morton",M,GBR
11325,"LLOPART RIBAS, Jorge",M,ESP
11326,"LLORENTE GENTO, Jose Luis",M,ESP
11327,"LLOYD, Andrea",F,JAM
11328,"LLOYD, Andrea Lane",F,USA
11329,"LLOYD, Carli",F,USA
11330,"LLOYD, Charles Brian Murray",M,GBR
11331,"LLOYD, Graeme",M,AUS
11332,"LLOYD, James",M,GBR
11333,"LLOYD, Shereefa",F,JAM
11334,"LO, Chen-Jung",M,TPE
11335,"LO, Kuo-Chong",M,TPE
11336,"LOADER, Danyon Joseph",M,NZL
11337,"LOAIES, Ionela",F,ROU
11338,"LOARING, John Wilfred",M,CAN
11339,"LOBAN, Noel",M,GBR
11340,"LOBANOV, Yuri",M,URS
11341,"LOBATCH, Marina",F,URS
11342,"LOBAZNIOUK, Ekaterina",F,RUS
11343,"LOBINTSEV, Nikita",M,RUS
11344,"LOBO, Rebecca",F,USA
11345,"LOBOVA, Nina",F,URS
11346,"LOCATELLI, Ugo",M,ITA
11347,"LOCHTE, Ryan",M,USA
11348,"LOCKETT, Vivian Noverre",M,GBR
11349,"LOCKWOOD, Roscoe",M,USA
11350,"LODAY, Yves",M,FRA
11351,"LODZIEWSKI, Sven",M,GDR
11352,"LOEBB, Thomas",M,FRG
11353,"LOECKLE, Werner",M,GER
11354,"LOEVESIJN, Leijn",M,NED
11355,"LOFFLER, Emanuel",M,TCH
11356,"LOFGREN, Stefan",M,SWE
11357,"LOFTES, Alvin Hjalmar",M,USA
11358,"LOFTUS, Glen",M,AUS
11359,"LOGAN, Elle",F,USA
11360,"LOGAN, Gerald",M,GBR
11361,"LOGAN, Herbert Bruce",M,GBR
11362,"LOGAN, M.L.",M,GBR
11363,"LOGG, Charles Paul Jr.",M,USA
11364,"LOGGERE, Hermanus Pieter",M,NED
11365,"LOGHIN, Mihaela",F,ROU
11366,"LOGIEST, FÃ©lix",M,BEL
11367,"LOGINOVA, Lidia",F,URS
11368,"LOGOUNOVA, Tatiana",F,RUS
11369,"LOGUNOV, Viktor",M,URS
11370,"LOGVIN, Oleg",M,URS
11371,"LOGVINENKO, Marina",F,URS
11372,"LOGVINENKO, Marina",F,EUN
11373,"LOGVINENKO, Marina",F,RUS
11374,"LOHMAR -HENZE, Maria Magdalene",F,GER
11375,"LOHS-KUHN, Gabriele",F,GDR
11376,"LOHSE, Bobby",M,SWE
11377,"LOHYNA, Jozef",M,TCH
11378,"LOI, Francesco",M,ITA
11379,"LOKEN, Sverre Bertrand",M,NOR
11380,"LOLL, Sven",M,GDR
11381,"LOMACHENKO, Vasyl",M,UKR
11382,"LOMAKIN, Trofim",M,URS
11383,"LOMANS, Bram",M,NED
11384,"LOMBA, Marisabel",F,BEL
11385,"LOMBARDI, Alberto",M,ITA
11386,"LOMBARDI, Giovanni",M,ITA
11387,"LOMBARDI, Pietro",M,ITA
11388,"LOMBARDO, Adesio",M,URU
11389,"LOMBERG, Charles",M,SWE
11390,"LOMIDZE, Shota",M,URS
11391,"LOMMI, Oiva",M,FIN
11392,"LOMMI, Veikko Kristian",M,FIN
11393,"LONCAR, Nikola",M,YUG
11394,"LONDEN, Axel Fredrik",M,FIN
11395,"LONDON, John Edward",M,GBR
11396,LONDOT,M,BEL
11397,"LONG, Carl Ludwig Luz",M,GER
11398,"LONG, Dallas Crutcher III",M,USA
11399,"LONG, Matthew",M,AUS
11400,"LONG, Maxwell W.Maxey",M,USA
11401,"LONG, Qingquan",M,CHN
11402,"LONGO-CIPRELLI, Jeannie",F,FRA
11403,"LONSBROUGH, Anita",F,GBR
11404,"LONZI, Gianni",M,ITA
11405,"LOOF, Fredrik",M,SWE
11406,"LOOMER, Lorne Kenneth",M,CAN
11407,"LOOMIS, Alfred Lee Jr.",M,USA
11408,"LOOMIS, Frank",M,USA
11409,"LOOPER, Braden",M,USA
11410,"LOOR, Viliar",M,URS
11411,"LOOS, VilÃ©m",M,TCH
11412,"LOPATIN, Yevgeni",M,URS
11413,"LOPATINI, Ronald",M,YUG
11414,"LOPATOV, Andrei",M,URS
11415,"LOPES-SCHLIEP, Priscilla",F,CAN
11416,"LOPES, Carlos",M,POR
11417,"LOPES, Katia",F,BRA
11418,"LOPEZ DIAZ FLOR, Jose Ramon",M,ESP
11419,"LOPEZ MARTINEZ, Juan",M,ESP
11420,"LOPEZ MIRO, Sergio",M,ESP
11421,"LOPEZ NUNEZ, Michel",M,CUB
11422,"LOPEZ-ZUBERO PURCELL, David",M,ESP
11423,"LOPEZ-ZUBERO, Martin",M,ESP
11424,"LOPEZ, Claudio",M,ARG
11425,"LOPEZ, Diana",F,USA
11426,"LOPEZ, Gustavo",M,ARG
11427,"LOPEZ, Hector",M,MEX
11428,"LOPEZ, Juan Maria",M,ESP
11429,"LOPEZ, Laura",F,ESP
11430,"LOPEZ, Mark",M,USA
11431,"LOPEZ, Mijain",M,CUB
11432,"LOPEZ, Nicolas",M,FRA
11433,"LOPEZ, Raul",M,ESP
11434,"LOPEZ, Steven",M,USA
11435,"LOPOPOLO, Alessandro",M,ITA
11436,"LOPUKHOV, Stanislav",M,RUS
11437,"LORAIN, RenÃ©",M,FRA
11438,"LORANT, Gyula",M,HUN
11439,"LORD CURRIE, Lorne Campbell",M,GBR
11440,"LORD, Torsten",M,SWE
11441,"LORENTSON, Yuri",M,URS
11442,"LORENZ, Carly",M,GER
11443,"LORENZ, Dietmar",M,GDR
11444,"LORENZ, Ericka",F,USA
11445,"LORENZ, Wilfred",M,EUA
11446,"LORIOT, Constant",M,BEL
11447,"LOSABERIDZE, Keto",F,URS
11448,"LOSCH, Claudia",F,FRG
11449,"LOSCH, Helmut",M,GDR
11450,"LOSERT, Leo",M,AUT
11451,"LOSERT, Venio",M,CRO
11452,"LOSEV, Valeri",M,URS
11453,"LOSEV, Viktor",M,URS
11454,"LOSEY, Robert Gregory",M,USA
11455,"LOSSLI, Walter",M,SUI
11456,"LOSSMANN, JÃ¼ri",M,EST
11457,"LOTSY, Dirk Nicolaas",M,NED
11458,"LOTSY, Gerhard Oswald",M,NED
11459,"LOTSY, Paulus Jan",M,NED
11460,"LOTT, Harry Hunter",M,USA
11461,"LOTZ, Ingrid",F,EUA
11462,"LOU, Yun",M,CHN
11463,"LOUBSCHER, Henry James",M,RSA
11464,"LOUDON, Thomas Richardson",M,CAN
11465,"LOUGANIS, Gregory",M,USA
11466,"LOUIS, Spyridon",M,GRE
11467,"LOUKACHIK, Konstantine",M,EUN
11468,"LOUKACHINE, Igor",M,RUS
11469,"LOUKIDY, O.",M,ROU
11470,"LOUKOLA, Toivo Aarne",M,FIN
11471,"LOUNDRAS, Dimitrios",M,GRE
11472,"LOVASZ, Lazar",M,HUN
11473,"LOVCHEV, Yevgeni",M,URS
11474,"LOVEITT, H.A.",M,GBR
11475,"LOVELESS, Lea",F,USA
11476,"LOVELETTE, Clyde Edward",M,USA
11477,"LOVELL, Alberto Santiago",M,ARG
11478,"LOVELL, John",M,USA
11479,"LOVELL, Jose Guillermo",M,ARG
11480,"LOVELOCK, John",M,NZL
11481,"LOVERA, Roberto",M,URU
11482,"LOVESTED, Carl Martin",M,USA
11483,"LOVETSKY, Vladimir",M,URS
11484,"LOVIN, Fita",F,ROU
11485,"LOVRENSCHI, Ladislau",M,ROU
11486,"LOVRIC, Ljubomir",M,YUG
11487,"LOVRICH, Anthony",M,AUS
11488,"LOW, Lawrence Edgar",M,USA
11489,"LOWE, Caitlin",F,USA
11490,"LOWE, David",M,GBR
11491,"LOWE, Douglas Gordon",M,GBR
11492,"LOWE, Sara",F,USA
11493,"LOWNEY, Steven",M,USA
11494,"LOWY, Dora",F,HUN
11495,"LOYD, Brian",M,USA
11496,"LOYOLA, Nelson",M,CUB
11497,"LOZANO MUÃ‘OZ, Rafael",M,ESP
11498,"LOZANO, Demetrio",M,ESP
11499,"LOZICA, Bosko",M,YUG
11500,"LU VALLE, James Ellis",M,USA
11501,"LU, Bin",F,CHN
11502,"LU, Chunlong",M,CHN
11503,"LU, Huali",F,CHN
11504,"LU, Li",F,CHN
11505,"LU, Lin",M,CHN
11506,"LU, Ying-Chi",F,TPE
11507,"LU, Yong",M,CHN
11508,"LU, Yuanyang",F,CHN
11509,"LUAN, Ju-Jie",F,CHN
11510,"LUBANSKI, Wlodzimierz",M,POL
11511,"LUBER, Hans",M,GER
11512,"LUBICZ-NYCZ, Leszek",M,POL
11513,"LUBIEJEWSKI, Zbigniew",M,POL
11514,"LUBIN-LEBRÃˆRE, Marcel-FrÃ©dÃ©ric",M,FRA
11515,"LUBIN, Frank John",M,USA
